id;relid;year;active_year;code_status;type_of_violence;conflict_dset_id;conflict_new_id;conflict_name;dyad_dset_id;dyad_new_id;dyad_name;side_a_dset_id;side_a_new_id;side_a;side_b_dset_id;side_b_new_id;side_b;number_of_sources;source_article;source_office;source_date;source_headline;source_original;where_prec;where_coordinates;where_description;adm_1;adm_2;latitude;longitude;geom_wkt;priogrid_gid;country;country_id;region;event_clarity;date_prec;date_start;date_end;deaths_a;deaths_b;deaths_civilians;deaths_unknown;best_est;high_est;low_est
487942;NIR-2023-1-14668-26;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""HumAngle,2023-08-26,Jihadist Groups Remain Active In Niger Republic Despite New Military Leadership""";HumAngle;26/08/2023;Jihadist Groups Remain Active In Niger Republic Despite New Military Leadership;IS claim;6;Niger;Niger;;;16.000000;8.000000;POINT (8 16);153017;Niger;436;Africa;1;1;08/08/2023 00:00;08/08/2023 00:00;0;0;0;0;0;3;0
487944;NIR-2023-1-14668-27;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""HumAngle,2023-08-26,Jihadist Groups Remain Active In Niger Republic Despite New Military Leadership""";HumAngle;26/08/2023;Jihadist Groups Remain Active In Niger Republic Despite New Military Leadership;IS claim;4;Tillabéri region;Tillaberi Region;Tillabéri region;;14.333330;2.083330;POINT (2.08333 14.33333);150125;Niger;436;Africa;1;1;08/22/2023 00:00:00;08/22/2023 00:00:00;0;0;0;0;0;1;0
20228;NIR-1994-1-111-5;1994;True;Clear;1;373;373;Niger: Air and Azawad;803,0;803;Government of Niger - CRA;75;75;Government of Niger;525;525;CRA;-1;Africa research bulletin (ARB) May 1994, 11452;;;;The Nigerien Interior Minister;2;Iferouane town;Iferouane town (near);Agadez region;Arlit department;19.062500;8.420000;POINT (8.42 19.0625);157337;Niger;436;Africa;1;1;05/16/1994 00:00:00;05/16/1994 00:00:00;0;15;0;0;15;15;15
279361;NIR-2019-1-14668-45;2019;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;6;"""Agence France Presse,2019-02-13,3 killed by suspected jihadists in Niger""";Sahelien;13/02/2019;Niger : Three gendarmes and one civilian killed in an attack on Bagaji market;Crisis Watch;;;;;;13.850240;4.046620;POINT (4.04662 13.85024);149409;Niger;436;Africa;1;1;02/13/2019 00:00:00;02/13/2019 00:00:00;0;0;0;0;0;4;0
391052;AFG-2021-3-973-591;2021;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Crisis Watch,2021-04-01,Niger MARCH 2021""";Crisis Watch;01/04/2021;Niger MARCH 2021;Crisis Watch;2;Garin Wanzam village;near Garin Wanzam settlement, Gueskérou commune;Diffa region;Diffa department;13.629998;12.897483;POINT (12.897483 13.629998);149426;Niger;436;Africa;1;1;03/01/2021 00:00;03/01/2021 00:00;0;0;4;0;4;4;4
404611;AFG-2021-3-973-225.1;2021;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""BBC Monitoring Africa,2021-06-06,IS claims killing of Christians on Mali-Niger road""";;;;;;;;Tillabéri region;;14.333330;2.083330;POINT (2.08333 14.33333);150125;Niger;436;Africa;1;1;06/01/2021 00:00;06/01/2021 00:00;0;0;3;0;3;2;3
493328;NIR-2023-1-14668-36;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;10;"""Wamaps ,2023-10-03,#Niger""";;;;;;;;Tahoua region;Tahoua department;15.137408;4.777261;POINT (4.7772617 15.1374084);151570;Niger;436;Africa;1;2;10/02/2023 00:00;10/03/2023 00:00;29;24;0;0;53;84;53
20247;NIR-1994-1-111-7;1994;True;Clear;1;373;373;Niger: Air and Azawad;803,0;803;Government of Niger - CRA;75;75;Government of Niger;525;525;CRA;-1;Regional Surveys of the World, 2002, p. 728;;;;;;;;Agadez region;;16.973333;7.991111;POINT (7.991111 16.973333);153736;Niger;436;Africa;2;4;05/01/1994 00:00;05/31/1994 00:00:00;0;0;0;0;0;40;0
20248;NIR-1994-1-111-3;1994;True;Clear;1;373;373;Niger: Air and Azawad;803,0;803;Government of Niger - CRA;75;75;Government of Niger;525;525;CRA;-1;Africa research bulletin (ARB) May 1994, 11452;;;;;6;Niger;Niger;;;16.000000;8.000000;POINT (8 16);153017;Niger;436;Africa;2;5;02/15/1994 00:00:00;05/16/1994 00:00:00;3;0;0;0;3;3;3
20258;NIR-1995-1-113-4;1995;True;Clear;1;406;406;Niger: Eastern Niger;859,0;859;Government of Niger - FDR;75;75;Government of Niger;543;543;FDR;-1;Africa research bulletin (ARB) July 1995, 11924;;;;FDR spokesman;5;Niger southeastern;Niger southeastern;;;13.315360;12.611345;POINT (12.611345 13.31536);148706;Niger;436;Africa;1;1;07/10/1995 00:00;07/10/1995 00:00;20;3;0;0;23;23;23
20265;NIR-1994-1-111-2;1994;True;Clear;1;373;373;Niger: Air and Azawad;803,0;803;Government of Niger - CRA;75;75;Government of Niger;525;525;CRA;-1;Africa research bulletin (ARB) January 1994, 11306;;;;;2;Manzou town;Manzou town (near);Tahoua region;Madaoua department;14.042325;6.321218;POINT (6.321218 14.042325);150133;Niger;436;Africa;1;1;01/19/1994 00:00:00;01/19/1994 00:00:00;2;4;1;0;7;7;7
231469;NIR-2016-1-14668-13;2016;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Vox Peccavi,2016-04-02,Situation External (Rest of the World)""";Vox Peccavi;02/04/2016;Situation External (Rest of the World);;1;Bosso town;Bosso town;Diffa region;Diffa department;13.698690;13.309510;POINT (13.30951 13.69869);149427;Niger;436;Africa;1;1;03/16/2016 00:00:00;03/16/2016 00:00:00;0;1;0;0;1;2;1
293450;AFG-2019-3-973-95;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;5;"""AA,2019-07-17,Niger: Tuareg customary chief killed near Malian border""";;;;;;;;Tillabéri region;Tillabéri department;15.227500;1.313500;POINT (1.3135 15.2275);151563;Niger;436;Africa;1;1;07/15/2019 00:00:00;07/15/2019 00:00:00;0;0;1;0;1;1;1
339343;AFG-2020-3-973-56;2020;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Menastream on Twitter,2020-04-27,#Niger""";Menastream on Twitter;27/04/2020;#Niger;;1;I-n-Ekar well;in the village of Inekar, north of Banibangou;Tillabéri region;Ouallam department;15.143900;2.702800;POINT (2.7028 15.1439);151566;Niger;436;Africa;1;1;04/27/2020 00:00:00;04/27/2020 00:00:00;0;0;4;0;4;4;4
20391;NIR-1993-1-761-1;1993;False;Clear;1;430;430;Niger: Government;895,0;895;Government of Niger - FLAA;75;75;Government of Niger;524;524;FLAA;-1;http://www.unhcr.org/refworld/topic,463af2212,469f2e792,469f38c2104,0.html, ARB January 1993, 10871;;;;;1;Abala town;Abala town;Tillabéri region;Filingue department;14.936900;3.433600;POINT (3.4336 14.9369);150847;Niger;436;Africa;1;1;01/01/1993 00:00;01/01/1993 00:00;3;3;0;0;6;20;6
293452;AFG-2019-3-973-96;2019;True;Clear;03/01/1900;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;3;"""Agence France Presse,2019-07-16,IS jihadists kill seven Tuareg leaders in Sahel""";;;;;;;;Tillabéri region;Tillabéri department;15.227500;1.313500;POINT (1.3135 15.2275);151563;Niger;436;Africa;1;5;04/26/2019 00:00:00;06/30/2019 00:00:00;0;0;4;0;4;4;4
293454;AFG-2019-3-973-97;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Agence France Presse,2019-07-16,IS jihadists kill seven Tuareg leaders in Sahel""";;;;;;;;Tillabéri region;Tera department;14.186000;0.853000;POINT (0.853 14.186);150122;Niger;436;Africa;1;4;06/01/2019 00:00;06/30/2019 00:00:00;0;0;1;0;1;1;1
404745;AFG-2021-3-973-226;2021;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""BBC Monitoring Africa,2021-06-09,IS images show killing of 'Christians' and 'spies' in Mali, Niger""";;;;;;;;Tillabéri region;Ouallam department;14.936110;1.804550;POINT (1.80455 14.93611);150844;Niger;436;Africa;1;2;06/07/2021 00:00;06/08/2021 00:00;0;0;2;0;2;2;0
279399;NIR-2019-1-14668-0;2019;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""Agence France Presse,2019-02-16,Niger says 7 soldiers killed in clashes with Boko Haram jihadists""";;;;;;;;Diffa region;Diffa department;13.123306;12.455573;POINT (12.455573 13.123306);148705;Niger;436;Africa;1;2;02/15/2019 00:00:00;02/17/2019 00:00:00;7;8;0;0;15;15;15
243980;NIR-2017-1-14668-8;2017;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;5;"""At the crossroads of Sahelian conflicts. Insecurity, Terrorism, and Arms Trafficing in Niger,2018-01-31,Threat from Niger’s western borders: terrorist attacks in Niger from groups associated with Al-Qaeda in the Islamic Maghreb (AQIM) and Islamic State (IS) """;;;;;;;;Tillabéri region;Tillabéri department;14.730750;0.917390;POINT (0.91739 14.73075);150842;Niger;436;Africa;1;1;10/21/2017 00:00:00;10/21/2017 00:00:00;13;3;0;0;16;16;16
233697;NIR-2016-1-14668-18;2016;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""All Africa,2016-06-06,Government Forces Retake Bosso""";;;;;;;;Diffa region;Diffa department;13.698690;13.309510;POINT (13.30951 13.69869);149427;Niger;436;Africa;1;1;06/04/2016 00:00;06/04/2016 00:00;0;55;0;0;55;55;55
205432;IRQ-2015-3-1076-304;2015;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Reuters News,2015-11-26,Boko Haram militants kill 15 in southern Niger - sources""";;;;;;;;Diffa region;Diffa department;13.611440;13.241340;POINT (13.24134 13.61144);149427;Niger;436;Africa;1;1;11/25/2015 00:00:00;11/25/2015 00:00:00;0;0;18;0;18;18;18
240545;NIR-2017-1-15174-0;2017;False;Clear;1;430;430;Niger: Government;15174,0;15174;Government of Niger - JNIM;75;75;Government of Niger;6716;6716;JNIM;1;"""Sahel memo,2017-09-07,Attacks claimed by or attributed to JNIIM in Niger and Burkina faso""";Sahel memo;07/09/2017;Attacks claimed by or attributed to JNIIM in Niger and Burkina faso;;2;Midal mountains;Midal valley, Tahoua region;Tahoua region;Tchin Tabaradene department;16.889170;4.494440;POINT (4.49444 16.88917);153729;Niger;436;Africa;1;1;07/05/2017 00:00;07/05/2017 00:00;5;0;0;0;5;5;5
405092;NIR-2021-1-14668-53;2021;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Agence France Presse,2021-06-23,Niger army foils Boko Haram attack, kills 3 jihadists""";Agence France Presse;23/06/2021;Niger army foils Boko Haram attack, kills 3 jihadists;local lawmaker from Bosso;;;;Diffa region;Diffa department;13.698690;13.309510;POINT (13.30951 13.69869);149427;Niger;436;Africa;1;1;06/22/2021 00:00:00;06/22/2021 00:00:00;0;3;0;0;3;3;3
411782;AFG-2021-3-973-603;2021;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Human Rights Watch,2021-08-11,Niger: Surging Atrocities by Armed Islamist Groups""";Human Rights Watch;11/08/2021;Niger: Surging Atrocities by Armed Islamist Groups;A witness;;;;Tillabéri region;Tera department;14.611940;0.276450;POINT (0.27645 14.61194);150841;Niger;436;Africa;1;1;06/13/2021 00:00:00;06/13/2021 00:00:00;0;0;2;0;2;2;2
452790;AFG-2022-3-973-679;2022;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;5;"""Agence France Presse,2022-10-23,Suspected jihadist attack kills 11 in Niger: local sources""";;;;;;;;Tillabéri region;Ouallam department;15.041600;2.703700;POINT (2.7037 15.0416);151566;Niger;436;Africa;1;1;10/22/2022 00:00:00;10/22/2022 00:00:00;0;0;0;11;11;12;11
385797;NIR-2021-1-14668-51;2021;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Agence France Presse,2021-02-21,Mine blast kills 7 Niger election officials""";Agence France Presse;21/02/2021;Mine blast kills 7 Niger election officials;area's governor;1;Dargol town;in the town of Dargol some 100 kilometres (60 miles) from Niamey in the so-called tri-border region where Niger, Mali and Burkina Faso converge;Tillabéri region;Tera department;13.921495;1.241942;POINT (1.241942 13.921495);149403;Niger;436;Africa;1;1;02/21/2021 00:00:00;02/21/2021 00:00:00;0;0;0;0;0;7;0
450365;NIR-2022-1-14668-36;2022;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Zagazola,2022-09-12,Niger troops killed many Boko Haram terrorists, captured 2 alive and rescue hostages""";Zagazola;12/09/2022;Niger troops killed many Boko Haram terrorists, captured 2 alive and rescue hostages;Zagazola;1;Garin Wanzam village;Garin Wanzam;Diffa region;Diffa department;13.629998;12.897483;POINT (12.897483 13.629998);149426;Niger;436;Africa;1;2;09/09/2022 00:00;09/12/2022 00:00;0;2;0;0;2;2;0
336362;NIR-2020-1-15174-0;2020;False;Clear;1;430;430;Niger: Government;15174,0;15174;Government of Niger - JNIM;75;75;Government of Niger;6716;6716;JNIM;1;"""BBC Monitoring Africa,2020-03-25,Al-Qaeda group claims deadly attack in western Niger""";BBC Monitoring Africa;25/03/2020;Al-Qaeda group claims deadly attack in western Niger;JNIM;2;Tamou village;near the border town of Tamou in Tillaberi region;Tillabéri region;Say department;12.755500;2.176870;POINT (2.17687 12.7555);147965;Niger;436;Africa;1;1;03/22/2020 00:00:00;03/22/2020 00:00:00;0;0;0;0;0;1;0
452820;NIR-2022-1-14668-49;2022;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""Agence France Presse,2022-10-29,Niger govt denies 'massacre' of civilians""";;;;;;;;;;;;;;;;;;;;;;;;;;;
452821;NIR-2022-1-14668-39;2022;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Agence France Presse,2022-10-29,Niger govt denies 'massacre' of civilians""";Agence France Presse;29/10/2022;Niger govt denies 'massacre' of civilians;Defence ministry;2;Tamou village;Gold mine near Tamou;Tillabéri region;Say department;12.755500;2.176870;POINT (2.17687 12.7555);147965;Niger;436;Africa;1;1;10/24/2022 00:00:00;10/24/2022 00:00:00;0;7;0;0;7;7;0
419828;AFG-2021-3-973-451;2021;True;Clear;03/01/1900;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;3;"""Agence France Presse,2021-10-13,Ten villagers killed in mosque attack in western Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
497844;NIR-2023-1-14668-42;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Wassim Nasr ,2023-10-31,#Niger #EI #Sahel""";Wassim Nasr;31/10/2023;#Niger #EI #Sahel;;4;Tillabéri region;Dougoua/Dogoa village, Tillabéri;Tillabéri region;;14.333330;2.083330;POINT (2.08333 14.33333);150125;Niger;436;Africa;1;4;10/17/2023 00:00:00;10/31/2023 00:00:00;0;0;0;0;0;13;0
497846;NIR-2023-1-15174-9;2023;True;Clear;1;430;430;Niger: Government;15174,0;15174;Government of Niger - JNIM;75;75;Government of Niger;6716;6716;JNIM;2;"""Wassim Nasr ,2023-10-30,#Niger #JNIM #AQMI""";;;;;;;;;;;;;;;;;;;;;;;;;;;
497851;NIR-2023-1-14668-43;2023;True;Clear;1;13639;04/05/1937;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;4;"""Wamaps ,2023-10-18,#Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
385874;NIR-2021-1-14668-3;2021;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""Agence France Presse,2021-02-22,Jihadists kill poll worker in Niger's Diffa: officials""";;;;;;;;;;;;;;;;;;;;;;;;;;;
194816;IRQ-2015-3-1076-294;2015;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Reuters News,2015-05-07,UPDATE 1-Five killed in Boko Haram attack on Niger village""";Reuters News;07/05/2015;UPDATE 1-Five killed in Boko Haram attack on Niger village;military officers;1;Koukadou village;Koukodou near the Nigerian border in Niger's Dosso region;Dosso region;Gaya departement;12.619630;3.700400;POINT (3.7004 12.61963);147968;Niger;436;Africa;1;2;05/05/2015 00:00;05/06/2015 00:00;0;0;5;0;5;5;5
207667;IRQ-2015-3-1076-305;2015;True;Clear;03/01/1900;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;3;"""Agence France Presse,2015-11-30,Boko Haram jihadists torch 50 homes, kill four people in Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
371270;NIR-2020-1-14668-28;2020;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Crisis Watch,2020-12-01,Niger NOVEMBER 2020""";Crisis Watch;01/12/2020;Niger NOVEMBER 2020;Crisis Watch;1;Komane village;in Komane village north of Torodi commune;Tillabéri region;Tera department;14.225790;1.386010;POINT (1.38601 14.22579);150123;Niger;436;Africa;1;1;11/06/2020 00:00;11/06/2020 00:00;0;0;1;0;1;1;0
456269;AFG-2022-3-973-620;2022;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""BBC Monitoring Africa,2022-11-04,IS belatedly claims killing of 'spies' in Sahel countries""";BBC Monitoring Africa;04/11/2022;IS belatedly claims killing of 'spies' in Sahel countries;IS claim;1;Filingué town;In the town of Filingue in the western Tillaberi (Tillabery) Region;Tillabéri region;Filingué department;14.351433;3.324389;POINT (3.324389 14.351433);150127;Niger;436;Africa;1;1;08/31/2022 00:00:00;08/31/2022 00:00:00;0;0;0;0;0;1;0
419863;NIR-2021-1-14668-52;2021;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""Agence France Presse,2021-10-18,Three policemen killed in Niger jihadist assault""";;;;;;;;;;;;;;;;;;;;;;;;;;;
452857;NIR-2022-1-15174-12;2022;True;Clear;1;430;430;Niger: Government;15174,0;15174;Government of Niger - JNIM;75;75;Government of Niger;6716;6716;JNIM;2;"""Menastream ,2022-10-25,It is rather the attack on October 23 in Touré,""";;;;;;;;;;;;;;;;;;;;;;;;;;;
405216;AFG-2021-3-973-596;2021;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Agence France Presse,2021-06-23,Two killed in Niger as troops foil jihadist attack""";;;;;;;;;;;;;;;;;;;;;;;;;;;
488183;NIR-2023-1-14668-28;2023;True;Clear;1;13639;04/05/1937;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;4;"""Crisis Watch ,2023-09-05,Niger: August 2023 """;;;;;;;;;;;;;;;;;;;;;;;;;;;
279574;AFG-2019-3-973-15;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Agence France Presse,2019-02-22,Four killed in presumed jihadist attack on hamlet in Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
231723;NIR-2016-1-14668-16;2016;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""All Africa,2016-09-17,38 Boko Haram Fighters Killed in South Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
279580;AFG-2019-3-973-16;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Agence France Presse,2019-02-22,Four killed in presumed jihadist attack on hamlet in Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
336470;NIR-2020-1-14668-9;2020;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""Agence France Presse,2020-04-03,Four soldiers, 63 'terrorists' killed in Niger clash""";;;;;;;;;;;;;;;;;;;;;;;;;;;
405259;AFG-2021-3-973-602;2021;True;Clear;3;234;20/05/1901;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;4;"""Agence France Presse,2021-06-24,At least 10 dead in western Niger attacks: local officials""";;;;;;;;;;;;;;;;;;;;;;;;;;;
231767;NIR-2016-1-14668-17;2016;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Agence France Presse,2016-09-30,14 soldiers killed in anti-Boko Haram operations: Niger""";Agence France Presse;30/09/2016;14 soldiers killed in anti-Boko Haram operations: Niger;;4;Diffa region;Diffa region;Diffa region;;13.315360;12.611345;POINT (12.611345 13.31536);148706;Niger;436;Africa;2;5;07/01/2016 00:00;09/28/2016 00:00:00;7;81;0;0;88;88;88
437213;AFG-2022-2-15023-12;2022;True;Clear;2;15023;13884;IS - JAS;15023,0;15023;IS - JAS;234;234;IS;1051;1051;JAS;2;"""@ZagazolaMakama2,2022-04-06,VIDEO: Boko Haram executes 10 ISWAP fighters, Commanders in Lake Chad""";;;;;;;;;;;;;;;;;;;;;;;;;;;
437220;AFG-2022-3-973-199;2022;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""@SimNasr,2022-04-24,#Niger l’#EI revendique une nouvelle fois « la capture""";@SimNasr;24/04/2022;#Niger l’#EI revendique une nouvelle fois « la capture;IS;1;Chétimari village;"in #Chetimari"" #Diffa";Diffa region;Diffa department;13.182150;12.422280;POINT (12.42228 13.18215);148705;Niger;436;Africa;1;1;04/23/2022 00:00:00;04/23/2022 00:00:00;0;0;0;0;0;4;0
419954;NIR-2021-1-14668-50;2021;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""Agence France Presse,2021-10-20,Six soldiers killed in attack on Niger official: governor""";;;;;;;;;;;;;;;;;;;;;;;;;;;
483115;NIR-2023-1-15174-2;2023;True;Clear;1;430;05/03/1901;Niger: Government;15174,0;15174;Government of Niger - JNIM;75;75;Government of Niger;6716;6716;JNIM;4;"""Agence France Presse,2023-07-15,Five killed in suspected jihadist attack in Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
277012;AFG-2019-3-973-9;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Agence France Presse,2019-01-29,Boko Haram attack leaves four dead in Niger: official""";;;;;;;;;;;;;;;;;;;;;;;;;;;
405358;AFG-2021-3-973-601;2021;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Agence France Presse,2021-07-01,Thirteen jihadists, four civilians killed in Niger: military""";;;;;;;;;;;;;;;;;;;;;;;;;;;
502316;AFG-2023-3-973-408;2023;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Lake Chad Basin Weekly Security Update,2023-11-29,Lake Chad Basin Weekly Security Update 20-26 November 2023""";Lake Chad Basin Weekly Security Update;29/11/2023;Lake Chad Basin Weekly Security Update 20-26 November 2023;;1;Gagamari village;Gagamari, Diffa Department;Diffa region;Diffa department;13.205190;12.419320;POINT (12.41932 13.20519);148705;Niger;436;Africa;1;1;11/23/2023 00:00:00;11/23/2023 00:00:00;0;0;1;0;1;1;1
45195;LIB-1989-3-620-0;1989;True;Clear;3;111;479;Government of Libya - Civilians;111,0;946;Government of Libya - Civilians;111;111;Government of Libya;9999;1;Civilians;1;"""BBC,2003-08-19,""UTA 772: The forgotten flight"" """;BBC;19/08/2003;"""UTA 772: The forgotten flight""";;1;UTA Flight 772 crash site;UTA 772 crash site (on a flight from Brazzaville, via N'Djamena to Paris);Zinder region;Goure department;16.864930;11.953712;POINT (11.953712 16.86493);153744;Niger;436;Africa;1;1;09/19/1989 00:00:00;09/19/1989 00:00:00;0;0;170;0;170;170;170
294415;AFG-2019-3-973-101.1;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Facebook TOUTE Lactualite SUR DIFFA,2019-05-04, TOUTE Lactualite SUR DIFFA""";;;;;;;;;;;;;;;;;;;;;;;;;;;
294416;AFG-2019-3-973-101.2;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Facebook TOUTE Lactualite SUR DIFFA,2019-05-04, TOUTE Lactualite SUR DIFFA""";;;;;;;;;;;;;;;;;;;;;;;;;;;
20224;NIR-2008-3-436-1;2008;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"Amnesty International3 April 2008 : ""Niger: Executions and forced disappearances follow army reprisals";;;;;1;Dabaga town;Dabaga town;Agadez region;Tchighozerine department;17.268200;8.101200;POINT (8.1012 17.2682);154457;Niger;436;Africa;1;1;03/25/2008 00:00:00;03/25/2008 00:00:00;0;0;1;0;1;1;1
493783;AFG-2023-3-973-343;2023;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Lake Chad Basin Weekly Security Update,2023-10-11,Lake Chad Basin Weekly Security Update 2-8 October 2023""";Lake Chad Basin Weekly Security Update;11/10/2023;Lake Chad Basin Weekly Security Update 2-8 October 2023;IS claim (through TR);2;Chétimari village;Damasak-Chetimari area, Diffa Department;Diffa region;Diffa department;13.182150;12.422280;POINT (12.42228 13.18215);148705;Niger;436;Africa;1;1;10/01/2023 00:00;10/01/2023 00:00;0;0;2;0;2;2;2
20225;NIR-2007-3-436-4;2007;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"HRW:""Niger: Warring Sides Must End Abuses of Civilians";;;;Eye witness;3;Tchighozerine department;Tzintebarac village (near);Agadez region;Tchighozerine department;17.268200;8.101200;POINT (8.1012 17.2682);154457;Niger;436;Africa;1;4;11/01/2007 00:00;11/30/2007 00:00:00;0;0;2;0;2;2;2
