id;relid;year;active_year;code_status;type_of_violence;conflict_dset_id;conflict_new_id;conflict_name;dyad_dset_id;dyad_new_id;dyad_name;side_a_dset_id;side_a_new_id;side_a;side_b_dset_id;side_b_new_id;side_b;number_of_sources;source_article;source_office;source_date;source_headline;source_original;where_prec;where_coordinates;where_description;adm_1;adm_2;latitude;longitude;geom_wkt;priogrid_gid;country;country_id;region;event_clarity;date_prec;date_start;date_end;deaths_a;deaths_b;deaths_civilians;deaths_unknown;best_est;high_est;low_est
489562;NIR-2023-1-14668-31;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""Zagazola,2023-08-27,Tillabéri region: More than 200 motorcycles and 5 vehicles destroyed, terrorist leaders neutralized""";;;;;;;;;;;;;;;;;;;;;;;;;;;
290377;NIR-2019-1-14668-15;2019;True;Clear;01/01/1900;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""Agence France Presse,2019-06-19,Two police killed in attack near Niger capital""";;;;;;;;;;;;;;;;;;;;;;;;;;;
241245;NIR-2017-1-14668-7;2017;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""Crisis Watch,2017-04-30,Niger  APRIL 2017""";;;;;;;;;;;;;;;;;;;;;;;;;;;
290389;NIR-2019-1-14668-16;2019;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Agence France Presse,2019-06-20,18 IS fighters killed in joint operation with US: Niger""";Agence France Presse;20/06/2019;18 IS fighters killed in joint operation with US: Niger;defence ministry;2;Tongo Tongo village;;Tillabéri region;Ouallam department;14.936110;1.804550;POINT (1.80455 14.93611);150844;Niger;436;Africa;2;4;06/08/2019 00:00;06/18/2019 00:00:00;0;18;0;0;18;18;18
317829;AFG-2019-3-973-150;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""@TomaszRolbiecki,2019-04-02,#ISWAP""";@TomaszRolbiecki;02/04/2019;#ISWAP;ISWAP;3;Diffa department;Diffa area;Diffa region;Diffa department;13.666670;12.500000;POINT (12.5 13.66667);149426;Niger;436;Africa;1;1;04/01/2019 00:00;04/01/2019 00:00;0;0;1;0;1;1;1
255749;MLI-2018-3-15668-1;2018;True;Clear;3;6837;20/06/1939;GATIA, MSA - Civilians;6837,0;15668;GATIA, MSA - Civilians;6837;6837;GATIA, MSA;9999;1;Civilians;4;"""RFI Afrique,2018-05-03,Mali: escalation of violence in Mali in the Ménaka zone""";;;;;;;;;;;;;;;;;;;;;;;;;;;
456808;NIR-2022-1-14668-42;2022;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""Crisiswatch,2022-12-07,Niger: November 2022""";;;;;;;;;;;;;;;;;;;;;;;;;;;
203866;NIG-2015-3-1935-194;2015;True;Clear;3;1051;1850;JAS - Civilians;1051,0;2332;JAS - Civilians;1051;1051;JAS;9999;1;Civilians;1;"""Reuters News,2015-02-19,Boko Haram militants kill three in attack on Niger village""";Reuters News;19/02/2015;Boko Haram militants kill three in attack on Niger village;a military source;1;Tourbanguida village;Tourba Guida village, Diffa region;Diffa region;Diffa department;13.273790;12.574410;POINT (12.57441 13.27379);148706;Niger;436;Africa;1;2;02/18/2015 00:00:00;02/19/2015 00:00:00;0;0;3;0;3;3;3
290486;NIR-2019-1-14668-17;2019;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;6;"""Reuters News,2019-07-02,UPDATE 1-Gunmen kill 18 in attack on Niger military camp""";;;;;;;;;;;;;;;;;;;;;;;;;;;
317920;AFG-2019-3-973-152;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""@TomaszRolbiecki,2019-04-10,ISWAP""";;;;;;;;;;;;;;;;;;;;;;;;;;;
478211;NIR-2023-1-14668-12;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""Lake Chad Basin Weekly Security Update,2023-06-15,Lake Chad Basin Weekly Security Update 5-11 June 2023""";Lake Chad Basin Weekly Security Update;15/06/2023;Lake Chad Basin Weekly Security Update 5-11 June 2023;ISWAP claim (through TR);1;N'Gourtoua village;N’Gourtoua, Diffa Department, Diffa Region;Diffa region;Diffa department;13.112266;12.328260;POINT (12.32826 13.112266);148705;Niger;436;Africa;1;1;05/31/2023 00:00:00;05/31/2023 00:00:00;0;0;0;0;0;16;0
489654;NIR-2023-1-14668-32;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""BBC Monitoring Africa,2023-08-11,IS belatedly claims killing three soldiers in Niger""";BBC Monitoring Africa;11/08/2023;IS belatedly claims killing three soldiers in Niger;al-Naba;1;Gadira Gana village;Gadira Gana locality, Diffa;Diffa region;Diffa department;13.800940;13.471335;POINT (13.4713357 13.8009403);149427;Niger;436;Africa;1;1;07/31/2023 00:00:00;07/31/2023 00:00:00;0;0;0;0;0;3;0
508498;AFG-2023-3-973-447.2;2023;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Crisis Watch ,2024-01-09,Niger: December 2023 """;;;;;;;;;;;;;;;;;;;;;;;;;;;
427340;NIR-2021-1-14668-54;2021;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""Agence France Presse,2021-07-01,Thirteen jihadists, four civilians killed in Niger: military""";;;;;;;;;;;;;;;;;;;;;;;;;;;
481368;NIR-2023-1-14668-15.1;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""@Wamaps_news,2023-07-06,#Niger """;@Wamaps_news;06/07/2023;#Niger;Statement from Defense ministry;1;Kossa village;KOSSA and GOUNTIYENA;Tillabéri region;Tera department;14.623035;0.264954;POINT (0.264954 14.623035);150841;Niger;436;Africa;1;1;06/22/2023 00:00:00;06/22/2023 00:00:00;0;1;0;0;1;1;0
241321;MLI-2017-2-15205-0;2017;False;Clear;02/01/1900;15205;14076;Daoussak (Tuareg) - Fulani;15205,0;15205;Daoussak (Tuareg) - Fulani;6503;6503;Daoussak (Tuareg);607;607;Fulani;3;"""Crisis Watch,2017-07-31,Niger JULY 2017""";;;;;;;;;;;;;;;;;;;;;;;;;;;
331255;AFG-2020-3-973-14;2020;True;Clear;03/01/1900;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;3;"""Agence France Presse,2020-02-08,11 civilians killed in jihadist-hit Niger: officials""";;;;;;;;;;;;;;;;;;;;;;;;;;;
481369;NIR-2023-1-14668-16;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""@Wamaps_news,2023-07-06,#Niger """;@Wamaps_news;06/07/2023;#Niger;Statement from Defense ministry;1;Bongouro village;BEGOROU TONDO;Tillabéri region;Tera department;14.575360;0.259920;POINT (0.25992 14.57536);150841;Niger;436;Africa;1;1;06/25/2023 00:00:00;06/25/2023 00:00:00;0;2;0;0;2;2;0
481370;NIR-2023-1-14668-18;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""@Wamaps_news,2023-07-06,#Niger """;@Wamaps_news;06/07/2023;#Niger;Statement from Defense ministry;4;Tillabéri region;Tillabéry Region;Tillabéri region;;14.333330;2.083330;POINT (2.08333 14.33333);150125;Niger;436;Africa;1;4;06/01/2023 00:00;06/30/2023 00:00:00;0;0;0;0;0;3;0
481371;NIR-2023-1-14668-17;2023;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""@Wamaps_news,2023-07-06,#Niger """;@Wamaps_news;06/07/2023;#Niger;Statement from Defense ministry;4;Tillabéri region;right bank of the Niger River;Tillabéri region;;14.333330;2.083330;POINT (2.08333 14.33333);150125;Niger;436;Africa;1;4;06/19/2023 00:00:00;06/30/2023 00:00:00;4;0;0;0;4;4;0
496516;AFG-2023-3-973-304.2;2023;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Zagazola,2023-08-16,Yesterday, August 15""";Zagazola;16/08/2023;Yesterday, August 15;Zagazola;1;Anzourou village;Sakoira level and in Anzourou (Goulbal);;;;;;;;;;;;;;;;;;;;
284631;AFG-2019-3-973-56;2019;True;Clear;03/01/1900;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;3;"""All Africa,2019-04-11,Boko Haram Targets Civilians in Deadly Attacks in South-East""";;;;;;;;;;;;;;;;;;;;;;;;;;;
290523;AFG-2019-3-973-82;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""International Rescue Committee,2019-06-17,IRC staff member killed in eastern Niger village attack";;;;;;;;;;;;;;;;;;;;;;;;;;;
331256;AFG-2020-3-973-15;2020;True;Clear;03/01/1900;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;3;"""Agence France Presse,2020-02-17,Niger: un policier tué dans une nouvelle attaque dans l'ouest proche du Mali""";;;;;;;;;;;;;;;;;;;;;;;;;;;
290534;AFG-2019-3-973-83;2019;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""ICG Crisiswatch,2019-07-01,Niger""";ICG Crisiswatch;01/07/2019;Niger;ICG;1;Alkongui village;Alkongui village;Tillabéri region;Tera department;14.738327;0.598599;POINT (0.598599 14.738327);150842;Niger;436;Africa;1;1;06/04/2019 00:00;06/04/2019 00:00;0;0;1;0;1;1;1
317958;NIR-2019-1-14668-32;2019;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;1;"""@TomaszRolbiecki,2019-04-24,ISWAP""";@TomaszRolbiecki;24/04/2019;ISWAP;ISWAP;1;Toumour village;Toumour;Diffa region;Diffa department;13.667930;13.127670;POINT (13.12767 13.66793);149427;Niger;436;Africa;1;1;04/23/2019 00:00:00;04/23/2019 00:00:00;0;0;0;0;0;3;0
24905;NIR-2007-3-436-8;2007;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"Agence France-Presse (AFP) 12/24/2007 refering to Amnesty, AI:""Niger: Extrajudicial executions and population displacement in the north of the country";;;;;6;Niger;Niger;;;16.000000;8.000000;POINT (8 16);153017;Niger;436;Africa;1;4;11/26/2007 00:00:00;12/24/2007 00:00:00;0;0;6;0;6;6;6
402507;NIR-2021-1-14668-16;2021;True;Clear;1;13639;04/05/1937;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;4;"""Agence France Presse,2021-05-29,Islamist raid in Niger leaves eight dead: officials""";;;;;;;;;;;;;;;;;;;;;;;;;;;
406137;NIR-2021-1-15174-0;2021;True;Clear;1;430;430;Niger: Government;15174,0;15174;Government of Niger - JNIM;75;75;Government of Niger;6716;6716;JNIM;1;"""Crisis Watch,2021-07-01,Niger - June 2021 - Suspected jihadists conducted series of attacks in south west, while joint French-Nigerien operations dealt major blow to Islamic State in the Greater Sahara (ISGS).""";Crisis Watch;01/07/2021;Niger - June 2021 - Suspected jihadists conducted series of attacks in south west, while joint French-Nigerien operations dealt major blow to Islamic State in the Greater Sahara (ISGS).;CrisisWatch;5;Torodi commune;in Torodi commune, Say department;Tillabéri region;Say department;13.169000;1.495000;POINT (1.495 13.169);148683;Niger;436;Africa;1;1;06/04/2021 00:00;06/04/2021 00:00;2;0;0;0;2;2;0
24927;NIR-2008-1-749-2;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 9/1-08;;;;;1;Niamey city;Niamey city;Niamey region;Niamey department;13.516667;2.116667;POINT (2.116667 13.516667);149405;Niger;436;Africa;1;1;01/08/2008 00:00;01/08/2008 00:00;0;0;1;0;1;1;1
24928;NIR-2007-3-436-5;2007;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"HRW:""Niger: Warring Sides Must End Abuses of Civilians";;;;Eye witness;3;Tchighozerine department;Tzintebarac village (near);Agadez region;Tchighozerine department;17.268200;8.101200;POINT (8.1012 17.2682);154457;Niger;436;Africa;1;1;12/19/2007 00:00:00;12/19/2007 00:00:00;0;0;2;0;2;2;2
24935;NIR-2008-1-749-3;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 22/1-08;;;;Yahaya Yandaka, governor of Niger's Zinder region;1;Tanout town;Tanout town;Zinder region;Tanout department;14.970886;8.887861;POINT (8.887861 14.970886);150858;Niger;436;Africa;1;1;01/21/2008 00:00:00;01/21/2008 00:00:00;1;0;0;0;1;7;1
24936;NIR-2007-3-436-6;2007;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;Agence France-Presse (AFP) 12/24/2007 refering to The Nigerien Association for the Defence of Human Rights (ANDDH);;;;;1;Tiguidit town;Tiguidit town;Agadez region;Tchighozerine department;16.432222;7.919444;POINT (7.919444 16.432222);153016;Niger;436;Africa;1;1;12/07/2007 00:00;12/07/2007 00:00;0;0;7;0;7;7;7
24938;NIR-2008-1-749-10;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Associated Press (AP) 27/6-08, BBC Monitoring Africa 29/6-08;;;;;;;;;;;;;;;;;;;;;;;;;;;
24944;NIR-2007-3-436-3;2007;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"HRW:""Niger: Warring Sides Must End Abuses of Civilians";;;;;1;Iferouane town;Iferouane town (north of);Agadez region;Arlit department;19.062500;8.420000;POINT (8.42 19.0625);157337;Niger;436;Africa;1;1;09/27/2007 00:00:00;09/27/2007 00:00:00;0;0;0;0;0;10;0
24959;NIR-2007-1-749-19;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Agence France-Presse (AFP) 17/12-07;;;;Military source, MNJ;4;Agadez region;Agadez Region (Agadez-Arlit road);Agadez region;;19.750000;10.250000;POINT (10.25 19.75);158061;Niger;436;Africa;1;1;12/15/2007 00:00:00;12/15/2007 00:00:00;3;0;0;0;3;3;3
24966;NIR-2007-1-749-6;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 10/8-07;;;;MNJ on its Web site m-n-j.blogspot.com,  senior military official;1;Agadez town;Agadez town;Agadez region;Tchighozerine department;16.973333;7.991111;POINT (7.991111 16.973333);153736;Niger;436;Africa;1;1;08/09/2007 00:00;08/09/2007 00:00;0;0;2;0;2;2;2
24973;NIR-2008-1-749-8;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;BBC Monitoring Africa 24/5-08;;;;;;;;;;;;;;;;;;;;;;;;;;;
24974;NIR-2007-1-749-10;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;BBC Monitoring Africa 28/10-07: Radio France Internationale, Paris, in French 0430 gmt 27 Oct 07;;;;MNJ statement;2;Touarane location;Touarane location (near);Agadez region;Tchighozerine department;16.401667;7.497778;POINT (7.497778 16.401667);153015;Niger;436;Africa;1;1;10/25/2007 00:00:00;10/25/2007 00:00:00;12;0;0;0;12;12;12
24976;NIR-2008-1-749-13;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Agence France-Presse (AFP) 18/11-08;;;;;3;Tchighozerine department;Tchighozerine department (between Elmiki and Dabaga);Agadez region;Tchighozerine department;17.268200;8.101200;POINT (8.1012 17.2682);154457;Niger;436;Africa;2;3;11/10/2008 00:00;11/16/2008 00:00:00;4;0;0;0;4;4;4
24977;NIR-2007-1-749-1;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 22/6-07, AP 22/6-07;;;;Rebel spokesman, anonymous military officer, government spokesman Mohamed Ben Omar;2;Tazerzait town;Tazerzait town;Agadez region;Tchighozerine department;18.351944;4.709444;POINT (4.709444 18.351944);155890;Niger;436;Africa;1;1;06/22/2007 00:00:00;06/22/2007 00:00:00;13;0;0;0;13;13;13
24981;NIR-2007-1-749-15;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;"HRW:""Niger: Warring Sides Must End Abuses of Civilians";;;;Eye witness;4;Agadez region;Agadez Region (Agadez-Arlit road);Agadez region;;19.750000;10.250000;POINT (10.25 19.75);158061;Niger;436;Africa;1;4;11/15/2007 00:00:00;11/30/2007 00:00:00;0;0;1;0;1;1;1
24984;NIR-2007-1-749-20;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 8/2-07, BBC Monitoring Africa 8/2-07: Radio France Internationale, Paris, in French 1830 gmt 8 Feb 07;;;;government spokesman Mohamed Ben Omar;1;Iferouane town;Iferouane town;Agadez region;Arlit department;19.062500;8.420000;POINT (8.42 19.0625);157337;Niger;436;Africa;1;1;02/08/2007 00:00;02/08/2007 00:00;3;0;0;0;3;3;3
24985;NIR-2007-1-749-7;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 20/8-07;;;;the Defence Ministry;2;Agadez town;Agadez town (near);Agadez region;Tchighozerine department;16.973333;7.991111;POINT (7.991111 16.973333);153736;Niger;436;Africa;1;1;08/20/2007 00:00:00;08/20/2007 00:00:00;4;0;0;0;4;4;4
24986;NIR-2007-1-749-21;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;1;"""Associated Press Newswires,2007-03-02,Niger troops kill 5 armed bandits in northern fire fight""";Associated Press Newswires;02/03/2007;Niger troops kill 5 armed bandits in northern fire fight;the Defense Ministry;1;Ouraren location;Ouraren location;Agadez region;Arlit department;19.527500;7.184722;POINT (7.184722 19.5275);158055;Niger;436;Africa;1;1;03/01/2007 00:00;03/01/2007 00:00;0;5;0;0;5;5;5
24995;NIR-2008-1-749-7;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;1;"""Agence France Presse,2008-05-05,Niger's Tuareg rebels claim troop killings""";Agence France Presse;05/05/2008;Niger's Tuareg rebels claim troop killings;Rebel & army sources;2;Gougaram town;Gougaram town (near);Agadez region;Arlit department;18.482500;7.784444;POINT (7.784444 18.4825);155896;Niger;436;Africa;1;1;05/04/2008 00:00;05/04/2008 00:00;0;0;0;0;0;5;0
489718;NIR-2023-2-9959-1;2023;False;Clear;2;9959;9349;Djerma (Zherma) - Fulani;9959,0;9959;Djerma (Zherma) - Fulani;1314;1314;Djerma (Zherma);607;607;Fulani;1;"""Agence France Presse,2023-08-18,Niger clashes leave 28 dead: sources""";Agence France Presse;18/08/2023;Niger clashes leave 28 dead: sources;Local source;3;Ayerou department;Ayorou department;Tillabéri region;Ayerou department;14.939110;1.172640;POINT (1.17264 14.93911);150843;Niger;436;Africa;1;2;08/15/2023 00:00:00;08/16/2023 00:00:00;0;0;0;4;4;4;4
25014;NIR-2007-3-436-1;2007;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"HRW:""Niger: Warring Sides Must End Abuses of Civilians";;;;;2;Tazerzait town;Tazerzait town;Agadez region;Tchighozerine department;18.351944;4.709444;POINT (4.709444 18.351944);155890;Niger;436;Africa;1;1;06/02/2007 00:00;06/02/2007 00:00;0;0;0;0;0;3;0
25016;NIR-2007-1-749-2;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 1/7-07;;;;;5;Niger northern;Niger northern;;;19.750000;10.250000;POINT (10.25 19.75);158061;Niger;436;Africa;2;4;02/01/2007 00:00;02/28/2007 00:00:00;16;0;0;0;16;16;16
25019;NIR-2007-1-749-16;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 9/12-07;;;;MNJ statemen, the Defence Ministry;3;Arlit department;Arlit department (Arlit-Iferouane road);Agadez region;Arlit department;18.500000;7.500000;POINT (7.5 18.5);156616;Niger;436;Africa;1;1;12/04/2007 00:00;12/04/2007 00:00;3;0;0;0;3;17;3
25032;NIR-2007-1-749-9;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 2/9-07;;;;The office of Agadez's governor;2;Iferouane town;Iferouane town (near);Agadez region;Arlit department;19.062500;8.420000;POINT (8.42 19.0625);157337;Niger;436;Africa;1;1;09/01/2007 00:00;09/01/2007 00:00;0;0;2;0;2;2;2
25034;NIR-2008-1-749-6;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;"Associated Press (AP) 1/4-08, ""Niger: Clashes with rebels leave 10 rebels, 5 soldiers dead";;;;;1;Gougaram town;Gougaram town;Agadez region;Arlit department;18.482500;7.784444;POINT (7.784444 18.4825);155896;Niger;436;Africa;2;4;03/19/2008 00:00:00;03/29/2008 00:00:00;0;10;0;0;10;10;10
25037;NIR-2007-1-749-4;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 20/7-07;;;;The Nigerien Armed Forces (FAN), MNJ statement;2;Abardokh town;Abardokh town (near);Agadez region;Tchighozerine department;17.518400;8.644700;POINT (8.6447 17.5184);155178;Niger;436;Africa;1;1;07/20/2007 00:00:00;07/20/2007 00:00:00;3;0;0;0;3;5;3
25038;NIR-2008-1-749-4;2008;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Associated Press (AP) 17/3-08;;;;the Public Security Ministry;1;Bani Bangou town;Bani Bangou town;Tillabéri region;Ouallam department;15.041600;2.703700;POINT (2.7037 15.0416);151566;Niger;436;Africa;1;1;03/17/2008 00:00:00;03/17/2008 00:00:00;2;0;0;0;2;2;2
25040;NIR-2008-3-436-2;2008;False;Clear;3;75;456;Government of Niger - Civilians;75,0;923;Government of Niger - Civilians;75;75;Government of Niger;9999;1;Civilians;-1;"Amnesty International3 April 2008 : ""Niger: Executions and forced disappearances follow army reprisals";;;;;4;Agadez region;Agadez Region;Agadez region;;19.750000;10.250000;POINT (10.25 19.75);158061;Niger;436;Africa;2;2;03/22/2008 00:00:00;03/25/2008 00:00:00;0;0;8;0;8;8;8
25043;NIR-2007-1-749-3;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 5/7-07;;;;A Defence Ministry official, MNJ spokesman Seydou Kaocen Maiga;4;Agadez region;Niger/Algeria border (near);Agadez region;;19.750000;10.250000;POINT (10.25 19.75);158061;Niger;436;Africa;1;1;07/04/2007 00:00;07/04/2007 00:00;0;10;0;0;10;10;10
25076;NIR-2007-1-749-22;2007;True;Clear;1;430;430;Niger: Government;897,0;897;Government of Niger - MNJ;75;75;Government of Niger;562;562;MNJ;-1;Reuters 17/6-07;;;;;6;Niger;Niger;;;16.000000;8.000000;POINT (8 16);153017;Niger;436;Africa;1;1;04/30/2007 00:00:00;04/30/2007 00:00:00;1;0;0;0;1;1;1
25097;NIR-2008-2-X240-1;2008;False;Clear;2;9959;9349;Djerma (Zherma) - Fulani;9959,0;9959;Djerma (Zherma) - Fulani;1314;1314;Djerma (Zherma);607;607;Fulani;-1;BBC Monitoring Africa 29/9-08;;;;;;;;;;;;;;;;;;;;;;;;;;;
195730;NIR-2015-1-14668-3;2015;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;2;"""All Africa,2015-06-19,Controversy Trails Chadian Bombing of Boko Haram Camps in Nigeria""";;;;;;;;;;;;;;;;;;;;;;;;;;;
195736;IRQ-2015-3-1076-295;2015;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Agence France Presse,2015-06-18,38 civilians killed in Boko Haram attack in Niger: minister""";Agence France Presse;18/06/2015;38 civilians killed in Boko Haram attack in Niger: minister;Niger interior minister Hassoumi Massaoudou;1;Lamana village;Lamana village, Diffa;Diffa region;Diffa department;13.500970;12.930200;POINT (12.9302 13.50097);149426;Niger;436;Africa;1;1;06/17/2015 00:00:00;06/17/2015 00:00:00;0;0;19;0;19;19;19
195737;IRQ-2015-3-1076-296;2015;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Agence France Presse,2015-06-18,38 civilians killed in Boko Haram attack in Niger: minister""";Agence France Presse;18/06/2015;38 civilians killed in Boko Haram attack in Niger: minister;Niger interior minister Hassoumi Massaoudou;1;Ngoumnao village;Ngoumao village, Diffa;Diffa region;Diffa department;13.490720;12.909800;POINT (12.9098 13.49072);148706;Niger;436;Africa;1;1;06/17/2015 00:00:00;06/17/2015 00:00:00;0;0;19;0;19;19;19
284721;NIR-2019-1-14668-7;2019;True;Clear;1;13639;13639;Niger: Islamic State;14668,0;14668;Government of Niger - IS;75;75;Government of Niger;234;234;IS;3;"""BBC Monitoring Africa,2019-04-13,IS claims killing soldiers in Nigeria, Niger""";;;;;;;;;;;;;;;;;;;;;;;;;;;
465923;AFG-2023-3-973-49;2023;True;Clear;3;234;506;IS - Civilians;234,0;973;IS - Civilians;234;234;IS;9999;1;Civilians;2;"""Crisis Watch ,2023-03-03,Niger: February 2023 """;;;;;;;;;;;;;;;;;;;;;;;;;;;
24915;NIR-1995-1-113-2;1995;True;Clear;1;406;406;Niger: Eastern Niger;859,0;859;Government of Niger - FDR;75;75;Government of Niger;543;543;FDR;-1;Reuters 17/9-95;;;;;1;Bosso town;Bosso town;Diffa region;Diffa department;13.698691;13.309508;POINT (13.309508 13.6986915);149427;Niger;436;Africa;1;4;03/01/1995 00:00;03/31/1995 00:00:00;1;2;0;0;3;3;3
